Metric,Year,RawValue,Trend,PearsonCorr,SpearmanCorr,Score,Category
youtube_users_age_18_29,2020,0.9,0.02272727272727275,0.10850236132931984,0.6667366910003157,0.10850236132931984,SocialMedia
youtube_users_age_18_29,2022,0.93,0.03333333333333336,0.10850236132931984,0.6667366910003157,0.10850236132931984,SocialMedia
youtube_users_age_18_29,2024,0.93,0.0,0.10850236132931984,0.6667366910003157,0.10850236132931984,SocialMedia
youtube_users_total,2014,1000000000.0,0.0,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
youtube_users_total,2016,1300000000.0,0.3,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
youtube_users_total,2018,1900000000.0,0.46153846153846156,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
youtube_users_total,2020,2290000000.0,0.20526315789473684,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
youtube_users_total,2022,2480000000.0,0.08296943231441048,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
youtube_users_total,2024,2504000000.0,0.00967741935483871,0.3378925452759154,0.48571428571428577,0.3378925452759154,SocialMedia
tiktok_users_age_18_29_x_voters_age_18_29,2014,0.0,0.0,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
tiktok_users_age_18_29_x_voters_age_18_29,2016,,,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
tiktok_users_age_18_29_x_voters_age_18_29,2018,-2.333333333333333,-2.333333333333333,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
tiktok_users_age_18_29_x_voters_age_18_29,2020,0.03437499999999993,0.03437499999999993,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
tiktok_users_age_18_29_x_voters_age_18_29,2022,-0.034391534391534424,-0.034391534391534424,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
tiktok_users_age_18_29_x_voters_age_18_29,2024,0.29682539682539677,0.29682539682539677,-0.21139286548177358,-0.8999999999999998,0.21139286548177358,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2014,0.0,0.0,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2016,0.15176374077112367,0.15176374077112367,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2018,-0.022988505747126457,-0.022988505747126457,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2020,0.05544354838709682,0.05544354838709682,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2022,-0.03593145384190155,-0.03593145384190155,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
instagram_users_age_18_29_x_voters_age_18_29,2024,0.06547619047619054,0.06547619047619054,0.7814086919256464,-0.14285714285714288,0.7814086919256464,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2014,0.0,0.0,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2016,-0.053623188405797155,-0.053623188405797155,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2018,0.011494252873563164,0.011494252873563164,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2020,-0.024553571428571445,-0.024553571428571445,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2022,0.017832647462277106,0.017832647462277106,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
facebook_users_age_18_29_x_voters_age_18_29,2024,1.5714285714285714,1.5714285714285714,-0.26594533437178725,-0.4285714285714286,0.26594533437178725,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2014,0.0,0.0,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2016,-0.08043478260869573,-0.08043478260869573,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2018,0.00877192982456141,0.00877192982456141,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2020,-0.0371621621621622,-0.0371621621621622,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2022,0.027513227513227462,0.027513227513227462,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
snapchat_users_age_13_17_x_voters_age_18_29,2024,0.6428571428571427,0.6428571428571427,-0.3434152342221759,-0.4285714285714286,0.3434152342221759,Interaction
